R_mean,G_mean,B_mean,R_std,G_std,B_std,H_mean,S_mean,V_mean,H_std,S_std,V_std,brightness,contrast,turbidity_ratio,turbidity_entropy,blue_green_ratio,turbidity_index,edge_density,particle_count,particle_area_ratio,particle_mean_size,texture_contrast,texture_energy,texture_homogeneity,texture_entropy,quality_label,quality_level
58.60092107521198,57.634872436605406,141.88339747402935,19.40686223100815,12.586491471762114,8.374961214196983,181.14781965755998,17.594469833659094,162.11857242456665,11.257685904049394,13.831102424583838,23.76500771219195,117.87369666282278,23.938305159187923,0.15125715244041865,4.256594269167302,1.5666912255758254,0.1318310648053192,0.08057674708881561,5,0.02767266008857232,7.721061704853682,13.146060733095156,0.3359065621043731,0.90030136156082,4.654451948821993,0,优
50.614133672223275,89.52038788224318,107.63580825065864,15.818805455786702,10.456394206314183,9.502114022165781,201.25311105006654,38.50371729281733,167.42917677727962,13.157974799261076,6.356496421962721,16.68529639384756,95.97861861804897,11.135105471431439,0.13309976739325657,4.81886185807797,1.799224075672781,0.21298386402033415,0.018750025176987012,3,0.010306733443472185,7.05389452859418,25.215995359807092,0.24953112720251086,0.827921708565143,5.658072652684954,0,优
30.12735422181067,65.64034933053853,144.42024168272712,12.320653037109349,11.123030584952833,11.304269270218631,180.32307085902207,17.503270791796947,196.55887661285516,12.218854256443416,14.800725639174846,11.431730226777525,101.49390694643449,17.07408355462332,0.08388041778850236,4.073277280316288,1.8306711196630647,0.20580332428185938,0.030050774657942553,8,0.020177165825308804,19.796148522292782,12.163847486538366,0.21512470188304908,0.7481549834600152,3.584313465689738,0,优
69.63112718374529,57.17520493488579,120.75150835554749,15.211779703487624,11.910276968224188,13.016343290808535,216.5227098113245,35.77702681605095,168.2269272854225,9.491374045272005,14.489417365705675,11.504981827467004,102.80697135386647,5.144501661941112,0.10970031050923011,4.451156605998163,1.802172572675489,0.2308054941583051,0.07178522663979578,8,0.01522471769948151,2.9947787873689036,21.87731642385298,0.2910351986060443,0.7748919799218998,5.355672047532468,0,优
69.17937754559416,92.71940987640463,144.76415070801698,12.11794459525308,8.197784940530532,15.871297651826051,191.88341228753657,19.305359473432627,170.05385312145557,6.007342277653609,12.76742619763888,22.96902281746498,127.30678261775606,14.968219420034643,0.0866390706162781,3.6613031778013516,1.7240010260118606,0.19141980999764568,0.06296833074815122,8,0.03527043542403093,24.44969588375252,10.714736878756966,0.26760647365972623,0.8880999671513388,3.3033243461526234,0,优
44.04582275344113,78.33730812168328,134.52493252284162,18.64592006067356,17.225173348106825,14.809671066088429,192.38150843236775,23.959941755540306,163.38843857277143,10.39072058432465,6.4511626551863674,20.369853207344693,97.28183976048807,21.347432715195104,0.1592203875799661,3.4399275524084327,1.8152089709615122,0.19572181661080096,0.010290252095287623,0,0.0334431880965323,27.01204050808491,16.386411521544183,0.23510360254127238,0.7764744972672728,4.293856098957927,0,优
78.21275678244282,98.71085698146194,122.0554630583373,6.380539637169678,19.730593013952102,9.636391988860197,206.1121184880584,39.62223650732048,189.39542861392374,11.599447682974871,14.72456088123167,23.113163862415423,173.5856529873527,16.871397761084005,0.17293233214016512,3.9395999977509844,1.8622175097124491,0.07607417774859762,0.07890332978852342,7,0.03269890253933782,2.906818012427345,17.889024563116237,0.18979896345689548,0.8865593128650727,3.3076162848836987,0,优
38.486605374785924,70.8353151189946,103.85288492765088,19.793340724979952,6.415220096540374,22.64912457179408,204.97790519401704,34.3020765928591,168.68061026334578,6.964601505126772,14.883610611299568,18.260866405838918,139.37707072462416,7.780523463243703,0.09651974817440553,4.255440359578415,1.4808000012259401,0.17173458535104408,0.04711528200446408,5,0.013976149590562936,4.23563191634952,9.105052822002481,0.26238961597299904,0.7870709853220701,4.202658179082753,0,优
74.78553257385687,71.2262916911659,133.4943232768023,9.160269826386578,19.263308615792717,19.379181570666354,188.9494563334281,18.00165888106808,158.38700615564784,7.341008285355043,12.410394059681298,11.186318684235259,161.05714702166532,23.061391056033827,0.183248616704636,4.260001915556972,1.6869394410597682,0.21412543170567588,0.06528456314086897,4,0.0238847553297049,26.77066349777547,21.888974463077492,0.27281578658173067,0.8394934312498564,5.796363380005872,0,优
37.95548143127149,68.70630428429985,101.34833030201887,18.941854882970826,14.454979352786806,23.717638981814524,187.704492010506,19.17545704312209,154.3506268029105,9.693025497253512,5.308947503298117,12.904161577810786,133.23414002387804,19.083057480542173,0.19411936783753958,4.080498152502366,1.7889548637276775,0.05022840658679056,0.05865606667353265,8,0.018893681248644587,10.455730432062856,28.09975962000859,0.16771005481146034,0.9261143255609662,5.454429232333089,0,优
